Skills_Count,Automation Risk (%),Median Salary (USD),Remote Work Ratio (%)
5,-0.7607260791584105,-1.3951815169676856,0.2114038958642619
0,1.3756418966261763,1.225714583672405,-1.1401711371942145
5,0.7934703206106469,1.5448125309744103,1.4493982939607353
5,1.7314134153023335,0.21667690371289,-1.655254138298491
5,-0.4348630165977467,-0.8474895350879968,0.1354533192939259
5,-0.7360342142258524,-1.4819677707257248,0.9550290864665496
0,-1.49800429967987,1.6572995397530126,-0.6672061830971228
0,-1.6576319898776763,-0.7519152156065647,-1.384248671899793
5,1.7181980509722323,-0.5123823770885376,-0.3820462910648619
0,0.6564478588722249,0.1662335052649662,-1.572398963858125
5,-0.2161139596600118,0.2038175175707037,1.3689597287748798
0,-1.0420742302913637,0.7134933634142664,1.5253488705310712
0,-1.5515613024913346,0.7645048868742341,-0.5850414684437596
5,-1.28794956138036,-1.3675953424698113,0.1989756196982069
5,1.586044407671216,1.3883224237565428,0.349150623371371
0,-1.6332878976906473,-0.6454575969813621,1.5212061118090532
0,0.1737392880779862,0.4997949563902242,-1.194027000580452
0,0.4877780772906648,0.3255348868391086,-1.2744655657663078
5,1.0595164709403246,0.5645446435046143,1.1148705271577564
5,-1.157187009061459,1.5268278144805998,-1.572398963858125
5,-0.8121964454967011,0.9429807055556448,1.3233893828326784
0,-1.495917663206696,0.9458750918062646,0.5559433295787851
0,1.5929998625817954,-0.8498776943457873,-0.2090861144205972
5,0.3462345698603655,-1.174459864270453,-1.0034600993676095
0,-0.0550951784800892,-0.877520245443322,0.1848211940646442
0,-0.7155156222396419,-1.1060108260546178,1.1894401841540865
0,-1.0225989565417402,0.5799813701745864,-0.8826296366420754
5,-1.100500051540234,0.3566681374991377,1.2674621400854311
0,0.2585958379870601,-0.4882485428173058,-0.3012624959855048
5,-1.678150581863887,-0.4988705916358453,0.1520243541819994
5,1.3968560341034448,-1.628446381887358,1.2936996119915471
0,0.4502186207735336,-1.412229045142395,-0.918533545566234
0,0.5827200368200788,0.0594466356737038,-1.0939103314650096
0,-0.9850395000246094,-0.8104873060426747,1.3123420262406291
5,-1.573470985459661,0.4650300646685489,-0.2018362866570651
0,0.7134825891389793,1.5236044678649503,-1.423950109652469
0,-0.999993728082356,-0.4009147967202939,-1.2813701636363384
0,-0.3162725103723609,-0.3038101722192072,0.9132562693528652
0,0.5997609013509996,-1.4243738433538304,-0.4721512932687605
0,1.507099994436135,0.9100181214169358,-1.6735513226540724
0,-0.4943321560832041,1.003852321935646,0.1389056182289413
0,0.3079795678521765,-1.4254566227885503,1.6934758286663147
0,0.7552153186024583,1.685362009337711,-0.5650181346206711
0,0.7670395919504436,-1.5004595860154524,-1.1249810218801468
0,1.2994796653553278,-1.5785597750113407,0.1834402744906381
5,-0.0561384967166762,-1.035247731843433,-1.3241786704305276
5,-0.6407444819509089,-0.7045457948452932,-0.6178383083264045
0,1.3238237575423573,-0.8741664189655709,0.0885020537777184
5,0.9141474633092066,-1.1381251457891544,0.8600908657536299
5,-0.098566771671213,0.6667795385748218,0.9612432245495774
0,0.3671009345921049,0.2233772916426627,-0.8708918202630235
0,-1.389846975820354,0.3701720767240422,-0.2605253685523248
0,-0.1239541820948292,-0.2229019054783652,-1.0452329164812943
0,0.4008348909084169,1.6620374989327422,-1.6932294265836594
0,-0.4668581091864139,-0.3582423603936375,0.7617003461056951
0,1.6719442758168763,-0.235104242693578,0.1858568837451488
0,-1.0542462763848783,0.4487046800513484,0.6391437339126529
0,0.0829706014949198,1.364425138723062,0.8642336244756484
5,-0.6915193027981416,-1.1475237642748517,1.2353557599897893
0,-1.4371440692122968,-0.2789448951575328,1.0130277085748065
5,-1.5553868026921531,-0.0382168146064937,0.5638836171293203
5,-0.0547474057345603,0.6929670503192592,-0.3868795095738833
0,-1.4903532992782322,1.2127520341648608,-1.020031134255683
5,1.1725426132372463,-1.6578124876889515,1.154571964910432
0,1.3728597146619448,-1.2764428082483623,-1.420843040610955
5,-1.0194690018319794,-0.2298466888736773,-0.0751369157420051
0,-0.9933860459173052,0.1162001448692136,1.7276535881229658
0,-0.131257409750938,0.1853704548394701,0.0367175697524894
5,0.1073146936819492,-0.4561217272385147,-0.0647800189369592
5,0.2481626556211902,-0.4015674866318294,1.264700300937419
0,-0.0050159031239147,0.4695154915539217,1.5909425502963614
0,-0.2317637332088162,0.718467871831747,1.45492197225676
5,-1.4444472968684057,-1.6563594825430583,-0.9644491214019372
5,1.552310451354904,0.6546318343530942,-0.5291142256965123
0,0.1347887405787394,1.1059465661077306,-0.9402830288568302
5,1.2528781174544434,-0.0816262151431474,-1.1695156781418437
0,-1.0521596399117046,0.0991014709133689,1.471493007144833
0,-0.9572176803822902,-1.4163721440153954,0.7717120130172391
5,-0.920353769356217,-0.8441333838020121,-1.25685884119773
0,0.1358320588153264,1.666730124351919,1.5830022627458262
5,0.7350444993617768,0.2802330924004435,0.8680311533041652
5,1.4302422176742282,-1.4791794538507554,1.3834593843019438
0,1.2288817980129427,-1.2430187496753176,0.7444388514306188
0,-0.9429589978156016,-1.558755024271784,-0.250858931534282
5,0.0214148255362886,0.6559468040101278,0.0615741220845993
5,0.9899619218345268,-1.0657117283332636,1.246403116581838
5,-1.0465952759832406,-0.6854692902848586,1.0696454111090563
0,0.9885708308524104,0.7442595849744428,1.5981923780598932
0,1.331474757943995,-1.2088243077739198,1.3782809358994212
5,0.5208164881159185,0.1558692195593082,0.1547861933300115
0,1.54326835997115,1.5956543434333383,-0.0399234666048493
0,0.8278998224180169,1.2809633607388276,-1.5033529851578198
5,1.4890158116686276,1.1323845759393198,1.282652255399498
5,-1.5623422576027333,-1.1846396183225822,-1.202312518024489
0,-0.4209521067765872,-0.3478001936121597,1.4928972605419275
5,-1.2444779681892362,1.530096785457831,-1.6666467247840415
0,-0.6963881212355474,-0.3692323101151172,-0.7438472194544617
0,1.114464564733905,1.220226873837395,-0.1973482980415455
5,-0.5823186607020386,0.3331059154523008,0.9142919590333694
0,-0.1531670927192645,1.0435655679821756,-1.3656062576507106
0,-0.166034684303837,-0.7689066577826426,-0.478365431351788
0,0.86824146089938,-0.4911961090562655,-0.452818419232675
0,0.608802992734753,0.1394836805290682,-1.095636480932517
5,1.5498760421362008,0.5430113978435032,-1.2471924041796871
0,1.6354281375363326,-0.9686666770431585,1.1977257015981229
5,0.7346967266162477,1.2322699616886177,1.5937043894443736
0,-0.1253452730769454,1.551759639177956,-0.6754917005411595
0,0.5670702632712741,-0.8920860408288454,0.4309701081312326
5,-0.2707142807080633,-1.2350280931759912,1.6258107695400157
0,0.0687119189282313,0.5287016219646864,0.7748190820587529
0,1.113769019242847,0.7443415344646713,1.1380009300223586
0,-0.0644850426093721,-0.4400648579722758,0.15444096343651
0,0.3274548416018,-1.3074508098648157,-0.7203715866963579
0,1.6743786850355793,-0.0997928478812237,-1.4974840769682938
0,0.3935316632523081,-0.7267913036289216,1.659643299103165
0,-0.7224710771502216,0.1590167193063428,-1.5938032172552197
0,-1.2496945593721709,0.7293532051827222,1.0309796630368857
0,1.657337820504659,0.0300354867125874,-0.2418829543032424
0,0.6467102219974131,-1.4616748102571482,-1.0952912510390156
0,-0.3583530125813687,0.1607664281030275,1.4507792135347417
0,0.0593220547989485,-0.4414789225802594,1.632715367410046
5,0.1201822852665218,-1.7447088792370495,1.5760976648757956
0,-1.350896428321107,-0.6272729469794764,-1.1353379186851928
0,-1.4225376139000792,0.2977202999322999,1.1469769072533984
0,-1.2994260619828166,-0.9716723634879536,0.8186632785334467
0,-0.7273398955876276,-1.4531825763814594,1.7210942201464368
0,-1.3046426531657511,0.9471502491223008,-0.3979268661659321
0,-1.5119152095010295,1.407648845202071,-1.432580856990007
5,1.217057524664957,0.6207962847227327,0.778271380993768
5,-1.6986691738500972,-0.8019947815659569,-1.7056577027497144
0,0.2064299261577115,-1.324491073013795,1.4928972605419275
0,0.8143366853423862,0.7425174318045166,-0.0164478338467455
